İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,outfielderBlocks,id,appearances,kilometersCovered,numberOfSprints,topSpeed,goalsPrevented,substitutionsIn,substitutionsOut
"Mikkel Duelund","770075","Superliga 24/25","Danish Superliga","AGF","6.6833333333333","40.1","6","0","1","0","0","0","0","16","3","19","84.210526315789","7","10","6","1","2","66.666666666667","0","0","0","0","0","1","33.333333333333","5","2","3","4","57.142857142857","1","50","5","55.555555555556","77","0","0","0","0","0","1","0","0","0","1","4","0","0","0","0","0","0","0","0","1","10","1","1","1","42","2","1","0","0","0","1","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","1","3","3","4","1","0","0","0","0","4","0","0","0","0","0","0","7","15","0","0","0","6","0","1643309","7","0","0","0","0","0","0"
"Mikkel Duelund","770075","Superliga 23/24","Danish Superliga","AGF","6.7176470588235","114.2","17","1","1","1","0","0","1","191","52","243","78.600823045267","54","143","93","9","15","45.454545454545","10","1","1","0","0","6","18.75","15","4","5","42","44.68085106383","2","16.666666666667","44","41.509433962264","667","6.6666666666667","0","0","0","0","1","0","0","1","8","7","0","0","1","7","53.846153846154","0","0","0","20","151","5","10","4","446","17","10","1","0","4","2","6","0","0","0","0","0","0","0","12","1","0","0","0","0","0","9","0","0","9","33","32","62","10","0","0","0","13","13","2","20","667","0","0","0","60","215","0","0","0","23","0","1047527","17","0","0","0","0","0","0"
"Christian Gammelgaard","1152366","Superliga 25/26","Danish Superliga","Vejle","6.84","171","25","6","8","4","4","3.74736374","10","309","105","414","74.63768115942","94","215","150","29","6","35.294117647059","13","4","2","0","0","27","26.732673267327","45","15","12","34","38.202247191011","5","17.241379310345","39","33.050847457627","1829","13.333333333333","1","1","0","0","3","0","5","1","32","13","0","6","0","10","50","13","0","0","18","248","19","21","7","716","15","20","1","0","6","6","18","0","0","1","0","0","0","0","37","3","0","0","0","0","0","23","100","0","29","17","101","79","24","0","0","0","20","40","9","69.230769230769","304.83333333333","0","0","0","112","302","1","4.7051","0","54","0","2067248","25","0","0","0","0","0","0"
"Christian Gammelgaard","1152366","Superliga 24/25","Danish Superliga","Vejle","6.87","206.1","30","1","8","5","6","0","7","316","99","415","76.144578313253","92","252","155","34","8","47.058823529412","15","6","1","0","0","28","29.473684210526","33","8","13","30","38.961038961039","9","33.333333333333","39","37.5","1587","3.030303030303","0","0","0","0","3","0","1","0","20","13","0","0","1","13","50","13","0","0","20","227","6","18","9","700","7","13","3","0","6","3","12","1","0","0","0","0","0","0","30","4","0","0","0","0","0","20","0","0","33","17","95","65","18","0","0","0","26","34","11","73.333333333333","1587","0","0","0","112","398","0","0","0","48","0","1460935","30","0","0","0","0","0","0"
"Christian Gammelgaard","1152366","Superliga 23/24","Danish Superliga","Vejle","6.6","26.4","4","0","1","0","0","0","0","5","2","7","71.428571428571","2","4","2","2","0","0","0","0","0","0","0","1","33.333333333333","0","0","0","2","50","1","33.333333333333","3","42.857142857143","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","50","1","0","0","1","6","0","2","1","18","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","4","2","0","0","0","2","0","0","0","0","0","0","0","3","7","0","0","0","4","0","1196044","5","0","0","0","0","0","0"
"Jonathan Amon","931059","Superliga 25/26","Danish Superliga","Vejle","6.6","59.4","9","0","0","0","0","0.43982488","0","30","6","36","83.333333333333","10","20","16","1","6","60","3","0","0","0","0","0","0","2","1","0","13","56.521739130435","0","0","13","48.148148148148","171","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","33.333333333333","0","0","0","2","18","1","3","2","72","4","4","0","0","1","0","1","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","1","10","3","14","4","0","0","0","3","6","1","33.333333333333","0","0","0","0","11","25","0","0.1057","0","10","0","2067252","9","0","0","0","0","0","0"
"Jonathan Amon","931059","Superliga 24/25","Danish Superliga","Lyngby","6.8130434782609","156.7","23","3","1","0","0","0","3","284","93","377","75.331564986737","96","195","136","14","32","47.058823529412","12","6","1","0","0","7","20.588235294118","20","7","8","67","43.225806451613","2","11.111111111111","69","39.884393063584","1431","15","0","0","0","0","0","0","3","0","14","6","0","0","3","16","64","11","0","1","28","229","8","30","15","680","23","16","0","0","10","4","5","0","0","0","0","0","0","0","19","2","0","0","0","0","0","16","0","0","14","68","34","104","16","0","0","0","25","21","8","66.666666666667","477","0","0","0","109","302","1","0","0","51","0","1462738","23","0","0","0","0","0","0"
"Jonathan Amon","931059","Superliga 23/24","Danish Superliga","Lyngby","6.8166666666667","163.6","24","0","2","2","2","0","2","188","51","239","78.661087866109","52","137","88","12","22","53.658536585366","20","2","0","0","0","1","4.1666666666667","27","9","11","69","55.645161290323","4","33.333333333333","73","53.676470588235","973","0","0","0","0","0","0","0","0","0","21","6","0","0","0","9","75","8","0","0","15","152","5","11","4","483","27","11","1","0","10","4","7","0","0","0","0","0","0","0","14","1","0","0","0","0","0","10","0","0","12","41","24","63","8","0","0","0","12","15","10","50","0","0","0","0","56","207","1","0","0","29","0","1051188","25","0","0","0","0","0","0"
"Jelle Duin","856547","Superliga 25/26","Danish Superliga","Vejle","6.7","13.4","2","1","0","0","0","0.00084467","1","3","1","4","75","1","2","1","0","0","0","2","0","0","0","0","0","0","1","1","0","2","33.333333333333","1","33.333333333333","3","33.333333333333","32","100","1","1","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","2","0","0","0","10","0","4","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","100","0","0","0","0","6","2","0","0","0","0","2","2","100","32","0","0","0","1","3","0","0.7884","0","1","0","2342302","2","0","0","0","0","0","0"
"Jelle Duin","856547","Superliga 24/25","Danish Superliga","Vejle","6.65","13.3","2","0","0","0","0","0","0","7","2","9","77.777777777778","1","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","50","5","71.428571428571","6","66.666666666667","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","2","0","0","0","0","0","0","0","0","0","0","0","1","9","0","0","0","2","0","1830024","2","0","0","0","0","0","0"
"Jelle Duin","856547","Premier League 24/25","Israeli Premier League","Hapoel Jerusalem","6.5666666666667","78.8","12","1","0","3","0","0","1","58","31","89","65.168539325843","22","36","22","2","2","20","4","0","1","0","0","0","0","11","4","4","17","36.170212765957","19","43.181818181818","36","39.56043956044","713","9.0909090909091","0","0","0","0","0","0","1","0","8","3","1","0","0","1","33.333333333333","3","0","0","4","64","2","3","0","169","11","14","0","0","4","5","3","0","0","0","0","0","0","0","9","1","0","0","0","0","0","9","0","0","2","10","4","55","25","0","0","0","3","10","1","25","713","0","0","0","27","66","0","0","0","11","0","1543500","12","0","0","0","0","0","0"
"Jelle Duin","856547","Premier League 23/24","Israeli Premier League","Hapoel Jerusalem","6.748","168.7","25","6","1","5","0","0","6","204","121","325","62.769230769231","70","136","64","11","6","50","7","1","2","0","0","2","25","32","17","7","32","33.333333333333","55","43.307086614173","87","39.013452914798","1705","18.75","1","0","0","0","0","0","6","0","27","5","1","5","0","5","45.454545454545","12","0","0","18","201","12","13","6","524","19","37","0","0","7","8","8","0","0","2","0","0","0","0","17","3","0","0","0","0","0","20","0","0","11","12","8","136","72","0","0","1","11","20","4","57.142857142857","284.16666666667","0","0","0","101","232","0","0","0","47","0","1233861","25","0","0","0","0","0","0"
"Anders Jacobsen","26440","Superliga 25/26","Danish Superliga","Vejle","6.725","53.8","8","2","0","0","1","0.24725741","3","42","16","58","72.413793103448","13","29","19","5","3","25","1","0","0","0","0","0","0","6","3","0","6","23.076923076923","9","52.941176470588","15","34.883720930233","374","33.333333333333","0","0","0","0","0","0","2","0","6","0","1","0","1","0","0","4","0","0","3","37","3","0","0","104","2","6","0","0","2","1","3","0","0","0","0","0","0","0","10","1","0","0","0","0","0","4","0","0","5","12","1","28","8","0","0","0","1","11","0","0","187","0","0","0","17","41","0","0.669","0","9","0","2430269","8","0","0","0","0","0","0"
"Anders Jacobsen","26440","Superliga 24/25","Danish Superliga","Vejle","6.592","164.8","25","2","5","6","3","0","5","101","37","138","73.188405797101","36","65","42","9","2","20","3","6","0","0","0","0","0","13","8","3","9","28.125","5","19.230769230769","14","24.137931034483","904","15.384615384615","1","0","0","0","0","0","2","0","13","0","0","0","2","4","36.363636363636","3","0","0","2","67","6","6","4","214","4","9","1","0","4","1","2","0","0","0","0","0","0","0","15","1","0","0","0","0","0","10","0","0","9","10","1","44","21","0","0","1","11","16","2","66.666666666667","452","0","0","0","43","96","0","0","0","21","0","1460949","25","0","0","0","0","0","0"
"Anders Jacobsen","26440","Superliga 23/24","Danish Superliga","Vejle","6.6214285714286","92.7","14","0","3","1","1","0","1","86","35","121","71.074380165289","24","64","43","5","5","55.555555555556","4","3","0","0","0","2","100","11","4","3","11","28.205128205128","6","23.076923076923","17","26.153846153846","594","0","0","0","0","0","0","0","0","0","10","1","0","0","0","3","30","6","0","0","9","64","3","9","6","202","2","11","1","0","5","2","4","0","0","0","0","0","0","0","11","1","0","0","0","0","0","5","0","0","5","9","2","48","20","0","0","0","10","12","2","50","0","0","0","0","32","91","0","0","0","17","0","1304345","15","0","0","0","0","0","0"
"Nicolas Gammelgaard","2245594","Superliga 25/26","Danish Superliga","Vejle","6.6","6.6","1","0","0","0","0","0.00092384","0","2","1","3","66.666666666667","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","50","0","0","1","50","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","100","0","0","0","0","2","0","0","0","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","100","0","0","0","0","1","2","0","0","0","0","0","2799344","1","0","0","0","0","0","0"
"Bismark Edjeodji","2176933","Superliga 25/26","Danish Superliga","Vejle","6.6611111111111","119.9","18","1","2","2","3","0.57413438","4","112","34","146","76.712328767123","33","79","50","11","5","31.25","8","5","2","0","0","1","14.285714285714","11","3","5","24","35.820895522388","9","26.470588235294","33","32.673267326733","735","9.0909090909091","0","0","2","0","0","0","1","0","10","1","1","0","0","4","66.666666666667","4","0","0","11","95","9","5","3","289","11","16","0","0","5","10","3","0","0","0","0","0","0","0","13","0","0","0","0","0","0","8","0","0","11","16","7","68","25","0","0","0","6","13","7","87.5","735","0","0","0","40","106","1","1.3709","0","25","0","2067240","18","0","0","0","0","0","0"
"Bismark Edjeodji","2176933","Premier League 23/24","Ghana Premier League","Bechem United","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42","0","0","0","0","0","0","0","0","0","0","1420087","1","0","0","0","0","0","0"
"Mads Enggård","1083383","Superliga 25/26","Danish Superliga","Vejle","6.56","131.2","20","0","1","0","1","0.94206749","1","396","134","530","74.716981132075","189","207","105","10","4","28.571428571429","34","16","2","0","0","5","25","5","2","1","53","41.085271317829","12","52.173913043478","65","42.763157894737","1173","0","0","0","0","0","0","0","0","0","0","5","0","0","0","29","39.189189189189","29","0","1","19","209","7","52","25","761","16","29","0","0","18","0","2","0","0","0","0","0","0","0","24","2","0","0","0","0","0","12","0","0","10","14","20","87","11","0","0","0","74","26","25","73.529411764706","0","0","0","0","214","316","0","0.238","0","73","2","2169755","20","0","0","0","0","0","0"
"Mads Enggård","1083383","Superliga 24/25","Danish Superliga","Randers FC","7.275","29.1","4","1","2","0","0","0","1","138","31","169","81.656804733728","57","94","44","11","3","50","7","2","0","0","0","13","39.393939393939","1","1","0","14","53.846153846154","1","25","15","50","338","100","0","0","0","0","1","1","0","1","0","1","0","0","1","7","43.75","2","0","0","4","65","0","18","5","253","4","5","0","0","1","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","4","0","100","11","6","33","15","3","0","0","0","16","6","7","100","338","0","0","0","65","137","0","0","0","23","0","1460919","4","0","0","0","0","0","0"
"Mads Enggård","1083383","Superliga 23/24","Danish Superliga","Randers FC","6.834375","218.7","32","1","4","1","3","0","4","1185","294","1479","80.121703853955","518","686","339","29","13","39.393939393939","63","27","7","0","0","19","25","23","3","12","102","41.295546558704","37","53.623188405797","139","43.987341772152","2764","4.3478260869565","0","0","0","1","2","0","1","0","5","18","0","1","0","56","39.43661971831","42","0","0","27","441","21","135","62","1951","26","41","1","0","60","0","8","1","0","6","0","0","0","0","40","9","0","0","0","0","0","32","0","0","28","33","76","177","32","0","0","0","142","49","41","65.079365079365","2764","0","0","0","615","940","1","0","0","193","0","1047868","32","0","0","0","0","0","0"
"Andrew Hjulsager","186807","Superliga 25/26","Danish Superliga","Vejle","6.8941176470588","117.2","17","2","3","2","2","2.27864105","4","322","127","449","71.714922048998","74","248","179","17","9","37.5","42","12","3","0","0","7","11.475409836066","29","5","12","67","48.550724637681","7","36.842105263158","74","47.133757961783","1168","6.8965517241379","0","0","0","1","0","0","2","0","15","14","0","1","1","23","37.096774193548","3","0","0","17","247","17","48","23","759","16","12","0","0","27","2","12","0","0","0","0","0","0","0","24","1","0","0","0","0","0","15","0","0","17","24","61","83","12","0","0","0","62","25","30","71.428571428571","584","0","0","0","93","356","2","1.6372","0","80","1","2067208","17","0","0","0","0","0","0"
"Andrew Hjulsager","186807","Pro League 24/25","Pro League","KAA Gent","6.97","69.7","10","0","3","2","1","1.74498092","1","129","50","179","72.067039106145","29","116","80","24","2","18.181818181818","14","3","1","0","0","16","33.333333333333","18","5","4","25","38.461538461538","4","28.571428571429","29","36.708860759494","573","0","0","0","0","0","1","0","0","0","7","11","0","0","0","9","40.909090909091","0","0","0","10","117","3","30","11","333","9","11","1","0","11","0","9","0","0","0","0","0","0","0","6","2","0","0","0","0","0","9","0","0","24","11","48","50","10","0","0","0","22","8","10","71.428571428571","0","0","0","0","34","193","0","1.3112","0","17","0","1682027","10","0","0","0","0","0","0"
"Andrew Hjulsager","186807","Pro League 23/24","Pro League","KAA Gent","7.0111111111111","126.2","18","2","3","2","1","2.31171521","3","281","87","368","76.358695652174","46","249","172","24","9","42.857142857143","28","5","2","0","0","14","25","27","7","12","52","44.067796610169","10","43.478260869565","62","43.971631205674","932","7.4074074074074","0","0","0","1","1","0","0","2","10","17","0","0","2","14","43.75","3","0","0","12","188","9","40","20","631","15","23","0","0","20","0","8","0","0","0","0","0","0","0","10","0","0","0","0","0","0","12","0","0","24","21","56","79","13","0","0","0","32","10","19","67.857142857143","466","0","0","0","56","368","1","1.6793","0","55","0","1054159","18","0","0","0","0","0","0"
"Tobias Bach","1144464","Superliga 25/26","Danish Superliga","Vejle","6.5214285714286","91.3","14","2","2","4","3","0.76526281","5","162","80","242","66.942148760331","56","106","71","11","14","35.897435897436","17","10","2","0","0","7","24.137931034483","16","6","10","49","41.525423728814","19","40.425531914894","68","41.212121212121","1052","12.5","0","0","0","0","0","0","2","0","13","3","0","2","0","10","52.631578947368","14","0","0","17","218","9","13","5","555","18","17","1","0","10","1","0","0","0","1","0","0","0","0","22","2","0","0","0","0","0","12","0","0","11","39","29","97","28","0","0","0","19","24","15","88.235294117647","526","0","0","0","72","170","0","2.718","0","43","3","2067668","14","0","0","0","0","0","0"
"Tobias Bach","1144464","Superliga 24/25","Danish Superliga","AGF","6.4857142857143","90.8","14","0","2","1","1","0","1","51","17","68","75","16","37","28","5","5","45.454545454545","8","4","1","0","0","2","16.666666666667","4","2","1","17","45.945945945946","2","10.526315789474","19","33.928571428571","328","0","0","0","0","0","0","0","0","0","4","0","0","0","0","1","50","4","0","0","6","56","3","3","3","160","4","6","0","0","2","0","1","0","0","0","0","0","0","0","9","1","0","0","0","0","0","3","0","0","5","11","12","37","17","0","0","0","2","10","6","75","0","0","0","0","21","59","0","0","0","13","0","1497350","16","0","0","0","0","0","0"
